1,1,1
1.01,1,1
1.02,1,1
1.03,1,1
1.04,1,1
1.05,1,1
1.06,1,1
1.07,1,1
1.08,1,1
1.09,1,1
1.1,1,1
1.11,1,1
1.12,1,1
1.13,1,1
1.14,1,1
1.15,1,1
1.16,1,1
1.17,1,1
1.18,1,1
1,0.99,1
1.01,0.99,1
1.02,0.99,1
1.03,0.99,1
1.04,0.99,1
1.05,0.99,1
1.06,0.99,1
1.07,0.99,1
1.08,0.99,1
1.09,0.99,1
1.1,0.99,1
1.11,0.99,1
1.12,0.99,1
1.13,0.99,1
1.14,0.99,1
1.15,0.99,1
1.16,0.99,1
1.17,0.99,1
1.18,0.99,1
1,0.98,1
1.01,0.98,1
1.02,0.98,1
1.03,0.98,1
1.04,0.98,1
1.05,0.98,1
1.06,0.98,1
1.07,0.98,1
1.08,0.98,1
1.09,0.98,1
1.1,0.98,1
1.11,0.98,1
1.12,0.98,1
1.13,0.98,1
1.14,0.98,1
1.15,0.98,1
1.16,0.98,1
1.17,0.98,1
1.18,0.98,1
1,0.97,1
1.01,0.97,1
1.02,0.97,1
1.03,0.97,2
1.04,0.97,2
1.05,0.97,2
1.06,0.97,2
1.07,0.97,2
1.08,0.97,2
1.09,0.97,2
1.1,0.97,2
1.11,0.97,2
1.12,0.97,2
1.13,0.97,2
1.14,0.97,2
1.15,0.97,2
1.16,0.97,1
1.17,0.97,1
1.18,0.97,1
1,0.96,1
1.01,0.96,1
1.02,0.96,1
1.03,0.96,2
1.04,0.96,2
1.05,0.96,2
1.06,0.96,2
1.07,0.96,2
1.08,0.96,2
1.09,0.96,2
1.1,0.96,2
1.11,0.96,2
1.12,0.96,2
1.13,0.96,2
1.14,0.96,2
1.15,0.96,2
1.16,0.96,1
1.17,0.96,1
1.18,0.96,1
1,0.95,1
1.01,0.95,1
1.02,0.95,1
1.03,0.95,2
1.04,0.95,2
1.05,0.95,2
1.06,0.95,2
1.07,0.95,2
1.08,0.95,2
1.09,0.95,2
1.1,0.95,2
1.11,0.95,2
1.12,0.95,2
1.13,0.95,2
1.14,0.95,2
1.15,0.95,2
1.16,0.95,1
1.17,0.95,1
1.18,0.95,1
1,0.94,1
1.01,0.94,1
1.02,0.94,1
1.03,0.94,2
1.04,0.94,2
1.05,0.94,2
1.06,0.94,3
1.07,0.94,3
1.08,0.94,3
1.09,0.94,3
1.1,0.94,3
1.11,0.94,3
1.12,0.94,3
1.13,0.94,2
1.14,0.94,2
1.15,0.94,2
1.16,0.94,1
1.17,0.94,1
1.18,0.94,1
1,0.93,1
1.01,0.93,1
1.02,0.93,1
1.03,0.93,2
1.04,0.93,2
1.05,0.93,2
1.06,0.93,3
1.07,0.93,3
1.08,0.93,3
1.09,0.93,3
1.1,0.93,3
1.11,0.93,3
1.12,0.93,3
1.13,0.93,2
1.14,0.93,2
1.15,0.93,2
1.16,0.93,1
1.17,0.93,1
1.18,0.93,1
1,0.92,1
1.01,0.92,1
1.02,0.92,1
1.03,0.92,2
1.04,0.92,2
1.05,0.92,2
1.06,0.92,3
1.07,0.92,3
1.08,0.92,3
1.09,0.92,3
1.1,0.92,3
1.11,0.92,3
1.12,0.92,3
1.13,0.92,2
1.14,0.92,2
1.15,0.92,2
1.16,0.92,1
1.17,0.92,1
1.18,0.92,1
1,0.91,1
1.01,0.91,1
1.02,0.91,1
1.03,0.91,2
1.04,0.91,2
1.05,0.91,2
1.06,0.91,3
1.07,0.91,3
1.08,0.91,3
1.09,0.91,3
1.1,0.91,3
1.11,0.91,3
1.12,0.91,3
1.13,0.91,2
1.14,0.91,2
1.15,0.91,2
1.16,0.91,1
1.17,0.91,1
1.18,0.91,1
1,0.9,1
1.01,0.9,1
1.02,0.9,1
1.03,0.9,2
1.04,0.9,2
1.05,0.9,2
1.06,0.9,3
1.07,0.9,3
1.08,0.9,3
1.09,0.9,3
1.1,0.9,3
1.11,0.9,3
1.12,0.9,3
1.13,0.9,2
1.14,0.9,2
1.15,0.9,2
1.16,0.9,1
1.17,0.9,1
1.18,0.9,1
1,0.89,1
1.01,0.89,1
1.02,0.89,1
1.03,0.89,2
1.04,0.89,2
1.05,0.89,2
1.06,0.89,3
1.07,0.89,3
1.08,0.89,3
1.09,0.89,3
1.1,0.89,3
1.11,0.89,3
1.12,0.89,3
1.13,0.89,2
1.14,0.89,2
1.15,0.89,2
1.16,0.89,1
1.17,0.89,1
1.18,0.89,1
1,0.88,1
1.01,0.88,1
1.02,0.88,1
1.03,0.88,2
1.04,0.88,2
1.05,0.88,2
1.06,0.88,3
1.07,0.88,3
1.08,0.88,3
1.09,0.88,3
1.1,0.88,3
1.11,0.88,3
1.12,0.88,3
1.13,0.88,2
1.14,0.88,2
1.15,0.88,2
1.16,0.88,1
1.17,0.88,1
1.18,0.88,1
1,0.87,1
1.01,0.87,1
1.02,0.87,1
1.03,0.87,2
1.04,0.87,2
1.05,0.87,2
1.06,0.87,2
1.07,0.87,2
1.08,0.87,2
1.09,0.87,2
1.1,0.87,2
1.11,0.87,2
1.12,0.87,2
1.13,0.87,2
1.14,0.87,2
1.15,0.87,2
1.16,0.87,1
1.17,0.87,1
1.18,0.87,1
1,0.86,1
1.01,0.86,1
1.02,0.86,1
1.03,0.86,2
1.04,0.86,2
1.05,0.86,2
1.06,0.86,2
1.07,0.86,2
1.08,0.86,2
1.09,0.86,2
1.1,0.86,2
1.11,0.86,2
1.12,0.86,2
1.13,0.86,2
1.14,0.86,2
1.15,0.86,2
1.16,0.86,1
1.17,0.86,1
1.18,0.86,1
1,0.85,1
1.01,0.85,1
1.02,0.85,1
1.03,0.85,2
1.04,0.85,2
1.05,0.85,2
1.06,0.85,2
1.07,0.85,2
1.08,0.85,2
1.09,0.85,2
1.1,0.85,2
1.11,0.85,2
1.12,0.85,2
1.13,0.85,2
1.14,0.85,2
1.15,0.85,2
1.16,0.85,1
1.17,0.85,1
1.18,0.85,1
1,0.84,1
1.01,0.84,1
1.02,0.84,1
1.03,0.84,1
1.04,0.84,1
1.05,0.84,1
1.06,0.84,1
1.07,0.84,1
1.08,0.84,1
1.09,0.84,1
1.1,0.84,1
1.11,0.84,1
1.12,0.84,1
1.13,0.84,1
1.14,0.84,1
1.15,0.84,1
1.16,0.84,1
1.17,0.84,1
1.18,0.84,1
1,0.83,1
1.01,0.83,1
1.02,0.83,1
1.03,0.83,1
1.04,0.83,1
1.05,0.83,1
1.06,0.83,1
1.07,0.83,1
1.08,0.83,1
1.09,0.83,1
1.1,0.83,1
1.11,0.83,1
1.12,0.83,1
1.13,0.83,1
1.14,0.83,1
1.15,0.83,1
1.16,0.83,1
1.17,0.83,1
1.18,0.83,1
1,0.82,1
1.01,0.82,1
1.02,0.82,1
1.03,0.82,1
1.04,0.82,1
1.05,0.82,1
1.06,0.82,1
1.07,0.82,1
1.08,0.82,1
1.09,0.82,1
1.1,0.82,1
1.11,0.82,1
1.12,0.82,1
1.13,0.82,1
1.14,0.82,1
1.15,0.82,1
1.16,0.82,1
1.17,0.82,1
1.18,0.82,1
